Marca de Tiempo [s],Marca de Tiempo [ μs ],Dirección de Bloque Lógico (LBA) de un sector de lectura,Tamaño de un bloque al que accede una muestra,Entropia_de_Shannon,Tipo de Archivo
1598595591,335533736,45921624,4096,0.993905,benigno
1596699327,276644577,16751704,4096,0.0175692,benigno
1590399987,659128578,80668320,4096,0.992741,benigno
1598250543,29412377,91736760,4096,0.994168,benigno
1594099418,341339875,59725600,4096,0.994041,benigno
1598248899,5527197,70400808,4096,0.99487,benigno
1594102939,235940655,57321920,4096,0.994288,benigno
1596709065,733531803,1088464,4096,0.820101,benigno
1622608741,490455479,6508784,4096,0.421985,benigno
1622610272,577525251,1279888,4096,0.884953,benigno
1596705485,380144198,76124312,4096,0.994072,benigno
1598594344,44185205,1087632,3072,0.953592,benigno
1590395606,426500462,91328808,4096,0.993208,benigno
1597884485,785794470,46256264,4096,0.994784,benigno
1596699815,429344241,6588576,4096,0.366488,benigno
1590399725,134144972,81001624,4096,0.988078,benigno
1622612631,455817921,6483944,4096,0.508417,benigno
1594103546,445669441,6512904,4096,0.437802,benigno
1596760508,964893672,77040096,4096,0.995832,benigno
1590395853,493573026,99518480,4096,0.994307,benigno
1596762660,444125923,87651088,4096,0.994006,benigno
1596761321,66035986,70800824,4096,0.994123,benigno
1587348525,97332524,80675216,4096,0.994398,benigno
1622094505,397630233,46456296,4096,0.993936,benigno
1590400616,155954424,49697272,4096,0.993495,benigno
1589947630,234703875,6594832,4096,0.430039,benigno
1594103547,314113876,58608136,4096,0.995288,benigno
1587365580,883123550,76089840,4096,0.993196,benigno
1594104238,354405484,70670648,4096,0.994632,benigno
1590392489,895792960,80632856,4096,0.994705,benigno
1622093035,936843715,46930384,4096,0.994035,benigno
1598249157,941251094,6962728,4096,0.243096,benigno
1586933965,953467163,28520288,4096,0.994837,benigno
1598603439,77512,46314568,4096,0.429246,benigno
1596706098,402246245,1202744,4096,0.929205,benigno
1587349543,761267341,91822264,4096,0.0688446,benigno
1596689060,877427615,1116104,4096,0.556296,benigno
1586933130,431389358,28453280,4096,0.0,benigno
1596760488,884201187,99376512,4096,0.994592,benigno
1590394037,564230380,86173968,4096,0.994165,benigno
1594102711,830710687,57635920,4096,0.993334,benigno
1589948029,634861523,47218992,4096,0.0,benigno
1589946267,648782532,47047696,4096,0.0,benigno
1590395616,205497226,48437864,4096,0.542015,benigno
1590395825,483528794,99385816,4096,0.994484,benigno
1622599854,442615301,51625320,4096,0.512489,benigno
1597980242,695676661,1301256,4096,0.658514,benigno
1597980779,104806760,6940408,4096,0.419907,benigno
1595983886,899990518,70725248,4096,0.993948,benigno
1598602877,332911886,45472232,4096,0.993694,benigno
1622601627,229644641,47298976,4096,0.0688446,benigno
1598235975,251803125,6610616,4096,0.363537,benigno
1598238325,998391376,6896976,4096,0.252013,benigno
1597978612,268412069,46136304,4096,0.993944,benigno
1586933151,506665750,58413192,4096,0.0,benigno
1597882472,982186278,46239096,4096,0.994357,benigno
1594105361,669774432,57943488,4096,0.994327,benigno
1622601927,58454819,45977576,4096,0.383678,benigno
1622094513,363503523,46404576,4096,0.994433,benigno
1595983521,923550630,80993216,4096,0.994214,benigno
1597980510,899031028,1221248,2560,0.954296,benigno
1597884634,940903663,71075312,4096,0.994174,benigno
1586933702,745523173,28497704,4096,0.0,benigno
1622090876,1039500582,1422624,4096,0.994059,benigno
1587364867,841184372,96987304,4096,0.991277,benigno
1587348527,68960419,80739712,4096,0.994801,benigno
1587348551,64152851,81602776,4096,0.993002,benigno
1622599177,979979040,6608624,4096,0.417673,benigno
1596763881,333297684,82108400,4096,0.994209,benigno
1596760949,1046074514,6559488,4096,0.530021,benigno
1596700443,985836882,6526216,4096,0.413743,benigno
1596701388,865306991,6522456,4096,0.418395,benigno
1596761215,43763319,46337528,4096,0.994428,benigno
1596762950,294388825,71073152,4096,0.994875,benigno
1622092386,125713149,46136800,4096,0.994489,benigno
1622092921,818190216,46709824,4096,0.994608,benigno
1622094655,322304850,6483936,4096,0.430934,benigno
1622701918,94143772,6940488,4096,0.166813,benigno
1596709121,622854011,81451640,4096,0.99424,benigno
1622609641,133454213,6483936,4096,0.42601,benigno
1598593775,723403523,6895504,4096,0.244917,benigno
1586932184,477768473,58344752,4096,0.0,benigno
1597882624,846289158,81827440,4096,0.993328,benigno
1597881841,617424106,70636584,4096,0.994044,benigno
1597885133,903186915,99277248,4096,0.99295,benigno
1589946237,774625723,44124912,4096,0.0,benigno
1590399803,141238856,96456888,4096,0.990658,benigno
1589948029,647482663,47224456,4096,0.0,benigno
1589948214,726411586,44301952,4096,0.0,benigno
1622602021,969642599,692384,4096,0.5023,benigno
1622602694,964132893,1317296,4096,0.572507,benigno
1597986521,133999524,6894432,4096,0.763038,benigno
1597986198,506282235,46311256,4096,0.994752,benigno
1622090152,810254053,47784096,4096,0.993814,benigno
1623904569,662198868,1418168,4096,0.520098,benigno
1598239336,500678901,1328560,4096,0.98977,benigno
1596708613,66390311,1055828,4096,0.608681,benigno
1595982520,877998297,81051568,4096,0.993955,benigno
1587350264,641087805,98679784,4096,0.994151,benigno
1596689340,2773341,6905072,4096,0.259758,benigno
1587349964,613013918,95602808,4096,0.994505,benigno
1598235961,820374603,46369344,4096,0.995044,benigno
1598236404,590630142,45456552,4096,0.994999,benigno
1598248806,425996558,46695720,4096,0.994092,benigno
1598238990,276061370,1084864,4096,0.939202,benigno
1594099927,401246324,58643768,4096,0.993778,benigno
1594100389,697244776,57788488,4096,0.994324,benigno
1587363066,233109733,68179248,4096,0.993512,benigno
1587362785,708465474,736376,4096,0.990885,benigno
1587365403,959983114,59497992,4096,0.993737,benigno
1586222186,431758357,46783032,4096,0.99402,benigno
1594102734,22497079,57778360,4096,0.994534,benigno
1590394027,468577954,85614720,4096,0.994499,benigno
1587365088,4337234,76012752,4096,0.990003,benigno
1594103553,245402790,58334672,4096,0.994791,benigno
1589946540,799483753,44826216,4096,0.0,benigno
1590400602,214238750,80697176,4096,0.993571,benigno
1622095371,631938188,1245600,4096,0.393162,benigno
1622599848,892201738,6524360,4096,0.386912,benigno
1586931493,791545359,59450336,4096,0.0,benigno
1598236665,428254025,1139016,4096,0.598271,benigno
1586848635,362619274,6885616,4096,0.378623,benigno
1597985098,650175062,6602336,4096,0.410085,benigno
1595983836,36469635,6537848,4096,0.39854,benigno
1596688664,1068807609,6561432,4096,0.505651,benigno
1587347945,453194911,73394000,4096,0.994254,benigno
1586249566,744507979,1065216,4096,0.993352,benigno
1622096289,335758509,54580616,4096,0.99382,benigno
1597881734,962828696,46382056,4096,0.994349,benigno
1597885758,649211955,46099192,4096,0.994971,benigno
1596763887,291914687,46781224,4096,0.993717,benigno
1596762952,192345636,70207792,4096,0.993785,benigno
1596699843,908337287,46277664,4096,0.99452,benigno
1622601573,851329329,6504200,4096,0.408021,benigno
1622704935,842838790,6483944,4096,0.43455,benigno
1587364639,614628503,68463192,4096,0.993504,benigno
1590393973,420917143,82766936,4096,0.994655,benigno
1594103968,926661246,57651568,4096,0.993269,benigno
1598246148,451383720,92208192,4096,0.994538,benigno
1586933955,296903472,60949336,4096,0.0,benigno
1587364657,776415898,68038176,4096,0.9921,benigno
1594104924,835114124,58167880,4096,0.994191,benigno
1622096143,12801364,6613760,4096,0.393548,benigno
1598606440,31572278,96648952,4096,0.660624,benigno
1597985129,120925313,6540800,4096,0.370051,benigno
1598606277,528981492,45982032,4096,0.994145,benigno
1596761255,54910891,46596624,4096,0.99424,benigno
1595982691,927952225,67924536,4096,0.444178,benigno
1598243251,435662484,6489592,4096,0.442436,benigno
1597886104,546619389,46111136,4096,0.994623,benigno
1586932197,226971532,68412304,4096,0.0,benigno
1586933741,943020971,60567096,4096,0.0,benigno
1594099874,782212307,57427848,4096,0.994829,benigno
1594099351,390106705,58072320,4096,0.995296,benigno
1589947423,662203833,47879696,4096,0.0,benigno
1596761355,546244661,6597824,4096,0.438133,benigno
1596763516,37904587,46095704,4096,0.99426,benigno
1598605780,314774665,6535768,4096,0.419588,benigno
1622096120,317134468,6483944,4096,0.413929,benigno
1596696660,498241552,6487512,4096,0.427972,benigno
1597882623,80479235,91935120,4096,0.993878,benigno
1598595192,186219284,236161584,4096,0.987597,benigno
1590391789,1039758423,68986360,4096,0.994668,benigno
1586249562,855455350,6495088,4096,0.413788,benigno
1590394017,495390408,85052640,4096,0.994884,benigno
1590391774,72509163,68126488,4096,0.994319,benigno
1594104879,407879384,6550208,4096,0.39137,benigno
1597987117,120559047,6584000,4096,0.403018,benigno
1598239895,756532811,6507280,4096,0.39593,benigno
1587364381,29639162,73119704,4096,0.993483,benigno
1589946935,113919054,44890520,4096,0.0,benigno
1622600341,711356729,45442616,4096,0.0649084,benigno
1587347284,286989111,237424344,4096,0.448439,benigno
1622609033,46001228,6564800,4096,0.392446,benigno
1595981171,577944260,93362080,4096,0.994476,benigno
1590400618,190759941,49762688,4096,0.988499,benigno
1594098771,144532348,58424528,4096,0.993812,benigno
1623895761,887757671,28192560,4096,0.0,benigno
1598600327,964526668,46748080,4096,0.994226,benigno
1597980294,204383076,235777440,4096,0.297862,benigno
1596760372,771057463,2287680,4096,0.822342,benigno
1596760990,714364149,77033128,4096,0.993782,benigno
1596762916,125220333,71232720,4096,0.993982,benigno
1586221008,415652922,46815648,4096,0.994561,benigno
1587347314,714226002,69797272,4096,0.994344,benigno
1589946231,715833994,28776240,4096,0.0,benigno
1586931511,459252232,60339968,4096,0.995033,benigno
1622609067,638470092,6483936,4096,0.416534,benigno
1622091812,745561779,46360640,4096,0.993784,benigno
1622091699,168700621,6913432,4096,0.235963,benigno
1622703000,322135762,12352656,4096,0.0,benigno
1622092476,393815459,47266752,4096,0.993957,benigno
1595982511,143948017,91952904,4096,0.994664,benigno
1596763859,185564623,70026640,4096,0.994233,benigno
1622599455,923971159,1197976,4096,0.517184,benigno
1598604517,727659557,1128744,4096,0.993451,benigno
1586848032,193433105,2469488,4096,0.994238,benigno
1594099329,808619130,57664280,4096,0.994242,benigno
1586844857,255626874,6923080,4096,0.252975,benigno
1598246827,294107892,91934800,4096,0.994649,benigno
1597980179,222498057,46615904,4096,0.994402,benigno
1594103526,777133325,92709832,4096,0.994657,benigno
1587349904,288273741,93517480,4096,0.993812,benigno
1590395632,263653798,80958680,4096,0.994387,benigno
1586933714,507463596,57742384,4096,0.995002,benigno
1586931480,215025908,58667064,4096,0.0,benigno
1596706078,440895828,46579056,4096,0.994093,benigno
1598604863,180952606,46734256,4096,0.993872,benigno
1597986884,343628871,1282896,4096,0.994428,benigno
1625624929,312963347,46407168,4096,0.567326,benigno
1596763286,84511335,46838168,4096,0.994684,benigno
1590392230,904247699,75304752,4096,0.994397,benigno
1594104248,716774352,57810056,4096,0.994363,benigno
1596760974,573381684,91546280,4096,0.99389,benigno
1596763877,355520280,81087064,4096,0.994082,benigno
1622600375,85903344,6483936,4096,0.441346,benigno
1586933942,661925108,60517496,4096,0.0,benigno
1586844482,974797752,9814180,4096,0.601062,benigno
1597985136,1015761776,906904,4096,0.487121,benigno
1586933093,1025278408,58361568,4096,0.0,benigno
1598601065,390725272,46863680,4096,0.437356,benigno
1622610655,551035851,46594792,4096,0.994038,benigno
1622608255,616430879,6483944,4096,0.425287,benigno
1596762349,854652992,70024048,4096,0.993703,benigno
1596761687,937202020,6613096,4096,0.411795,benigno
1589946967,225999389,47973216,4096,0.0,benigno
1589947605,554210402,44023968,4096,0.0,benigno
1590392457,886734273,78853456,4096,0.994763,benigno
1587362629,142062096,236477536,4096,0.99432,benigno
1586933704,117484307,28514664,4096,0.0,benigno
1597886214,599831327,82037008,4096,0.993638,benigno
1598593753,767908548,2456480,4096,0.994928,benigno
1594099883,484874919,57686728,4096,0.994016,benigno
1598249227,724305673,92030976,4096,0.994573,benigno
1595982159,1018980356,82214624,4096,0.995288,benigno
1595982182,643881058,45005328,4096,0.994722,benigno
1595983513,1001446082,91557016,4096,0.99422,benigno
1590400814,892939329,91565376,4096,0.991996,benigno
1622704352,26572822,6483944,4096,0.409434,benigno
1596760970,497711815,609888,4096,0.994713,benigno
1596760961,394651953,6572376,4096,0.518991,benigno
1622600732,618977155,6589976,4096,0.408661,benigno
1586933737,401487527,44096024,4096,0.0,benigno
1587364857,888621981,76045864,4096,0.993672,benigno
1597987144,147864372,1116616,4096,0.860674,benigno
1622603061,913552895,6614728,4096,0.432621,benigno
1598594279,1013242616,6602672,4096,0.419297,benigno
1598593269,698689135,236099528,4096,0.988189,benigno
1586931519,90377091,60543936,4096,0.0,benigno
1598599896,52293077,45370240,4096,0.994577,benigno
1622703419,94649705,6588304,4096,0.411283,benigno
1622608747,154215311,47586744,4096,0.438881,benigno
1587347326,272097295,70184056,4096,0.994827,benigno
1590399721,112743748,81706856,4096,0.990762,benigno
1589964648,560058328,46520087,4096,0.622106,benigno
1598243939,257614727,45394928,4096,0.993192,benigno
1594103179,501114392,81970824,4096,0.0688446,benigno
1586248878,304019025,28720112,4096,0.0,benigno
1590392473,858466581,79791544,4096,0.993428,benigno
1590400830,882138556,92680664,4096,0.994255,benigno
1589948007,607203731,44550344,4096,0.0,benigno
1594100391,193323980,57815360,4096,0.994493,benigno
1598250577,427045285,70179696,4096,0.994598,benigno
1598604889,333464363,6904360,4096,0.263531,benigno
1596763260,136171310,6564568,4096,0.428161,benigno
1586931495,524455839,59488744,4096,0.994269,benigno
1587347280,358121441,68732280,4096,0.994128,benigno
1595981407,32186682,46239008,4096,0.994198,benigno
1594100120,756420085,57348488,4096,0.994688,benigno
1598246530,856885779,99416552,4096,0.993739,benigno
1598238968,190531193,6595272,4096,0.432609,benigno
1598235698,311402516,6597136,4096,0.426736,benigno
1598238392,203286552,45495680,4096,0.993568,benigno
1622599951,206939231,45451000,4096,0.993047,benigno
1596698757,43216471,6908328,4096,0.26175,benigno
1597883318,969154551,46119768,4096,0.995072,benigno
1622610629,480747299,6578248,4096,0.372923,benigno
1622612201,779063940,47474424,4096,0.0,benigno
1622702651,130283922,1130752,4096,0.515475,benigno
1594103722,524603141,57412496,4096,0.993713,benigno
1598238990,726870181,1086376,4096,0.914732,benigno
1595982823,876521668,75332400,4096,0.994608,benigno
1625632453,354212565,29192696,4096,0.852007,benigno
1596763596,13950131,1490200,4096,0.994448,benigno
1594104292,605218655,58320880,4096,0.994605,benigno
1590393999,559188302,84115984,4096,0.993649,benigno
1598606746,839174914,2468496,4096,0.995122,benigno
1622090222,783835560,54420240,4096,0.994816,benigno
1598601249,135231084,1459776,4096,0.993987,benigno
1586933182,126184851,58753936,4096,0.0,benigno
1587349896,365650693,93326992,4096,0.994051,benigno
1595983530,302873969,71141968,4096,0.994637,benigno
1596706094,289691990,1183376,4096,0.994674,benigno
1596706148,446134850,71217904,4096,0.994936,benigno
1596696696,611194569,1083400,4096,0.403774,benigno
1596762964,121696236,75264216,4096,0.994156,benigno
1596762892,224509857,1325744,4096,0.963345,benigno
1598250090,9008705,82054152,4096,0.994111,benigno
1622095210,202717986,6370768,4096,0.992898,benigno
1623911286,636663008,46361480,4096,0.01085,benigno
1586931512,1034329116,60364224,4096,0.994431,benigno
1598595601,230501778,45861488,4096,0.994173,benigno
1597885744,1024368790,46278792,4096,0.994095,benigno
1597881735,838605136,46395120,4096,0.994213,benigno
1594103150,267905899,1055640,4096,0.0688446,benigno
1594102985,622255436,81978336,4096,0.994246,benigno
1587365132,93159973,73486600,4096,0.993461,benigno
1587364425,138793992,28349816,4096,0.994526,benigno
1586248836,64841303,28113848,4096,0.993972,benigno
1598605304,842006292,6503824,4096,0.423138,benigno
1625705599,729363665,63937320,4096,0.641669,benigno
1598248192,663583495,92027592,4096,0.993476,benigno
1589947349,684228563,28135240,4096,0.993617,benigno
1587364429,16631766,76273080,4096,0.991985,benigno
1598238621,759684780,45373960,4096,0.934846,benigno
1596689998,137486413,2300000,4096,0.440235,benigno
1595981093,518299330,46270016,4096,0.993634,benigno
1595983506,476370253,70486424,4096,0.995291,benigno
1594102953,719361605,57632424,4096,0.994388,benigno
1598602396,27431267,1138160,4096,0.323239,benigno
1590400560,178711492,49869728,4096,0.993643,benigno
1622095086,215078366,1211624,4096,0.994543,benigno
1597884570,381198025,1137560,4096,0.564312,benigno
1597885132,116746469,82469944,4096,0.994746,benigno
1590395829,507781234,99449160,4096,0.995112,benigno
1590394303,790696116,91301264,4096,0.994196,benigno
1595983436,14527668,1162128,4096,0.994616,benigno
1587348551,149254564,81611768,4096,0.994372,benigno
1625624581,190376523,244217472,4096,0.0,benigno
1590399919,65750442,628760,4096,0.936853,benigno
1589948206,694885183,28846992,4096,0.0,benigno
1622701420,116397397,6554152,4096,0.368859,benigno
1622703602,304393528,6578304,4096,0.389693,benigno
1596762944,332802521,70487016,4096,0.994819,benigno
1622601127,913903933,46619728,4096,0.994227,benigno
1596699540,955244146,6602680,4096,0.425365,benigno
1586932267,127009700,58851984,4096,0.994496,benigno
1586933163,302506229,57927528,4096,0.0,benigno
1622602618,393206178,6483936,4096,0.427738,benigno
1623905715,209359931,734224,4096,0.429024,benigno
1587348557,619494152,81851392,4096,0.994393,benigno
1596705727,571396246,6539568,4096,0.423173,benigno
1595983834,672805582,6522072,4096,0.379769,benigno
1595981529,49363154,70734816,4096,0.994494,benigno
1596760506,939772198,76921104,4096,0.994076,benigno
1590395049,808853024,69709800,4096,0.993582,benigno
1622704171,273496812,56233424,4096,0.994123,benigno
1590394691,859689327,94772512,4096,0.994867,benigno
1596705513,792701549,92775688,4096,0.994828,benigno
1625632463,997936122,6556504,4096,0.380366,benigno
1598606710,841855022,45475008,4096,0.259768,benigno
1597985108,762364755,6552712,4096,0.492674,benigno
1590399382,652952719,87304560,4096,0.987562,benigno
1597981789,235844343,6496400,4096,0.40184,benigno
1597884971,486674535,6552824,4096,0.381013,benigno
1586931493,791523889,59450232,4096,0.0,benigno
1590392463,870991824,79263136,4096,0.993752,benigno
1622609636,27110442,46207224,4096,0.993909,benigno
1587348228,754950930,77472648,4096,0.994195,benigno
1622096239,316613006,49999520,4096,0.994476,benigno
1598606301,628231196,46457392,4096,0.99475,benigno
1598606293,649901316,46595448,4096,0.994247,benigno
1598237715,752345620,2300072,4096,0.434093,benigno
1594100888,899272356,57754408,4096,0.994164,benigno
1595981728,180455245,46597848,3584,0.862491,benigno
1622702411,177570579,6606472,4096,0.383141,benigno
1598604921,408005476,1457344,4096,0.994541,benigno
1596699630,845404678,1119544,4096,0.99304,benigno
1596763598,63986467,87577792,4096,0.994032,benigno
1622601079,85839386,6883552,4096,0.323011,benigno
1622599047,448902160,6563304,4096,0.39338,benigno
1597980816,777144238,46615920,4096,0.992966,benigno
1598600242,90487997,630888,4096,0.469817,benigno
1595984277,1025303414,92791184,4096,0.992982,benigno
1589947591,594624173,28433416,4096,0.993825,benigno
1622601085,935280763,46805720,4096,0.414193,benigno
1594102701,651929642,76133264,4096,0.994621,benigno
1597984809,64231113,6901992,4096,0.19899,benigno
1597985825,1044790243,46245104,4096,0.993924,benigno
1587362591,328171723,68175648,4096,0.992719,benigno
1594104262,701580316,92732792,4096,0.994136,benigno
1594104938,326553443,81111328,4096,0.99441,benigno
1589947810,661017756,44582312,4096,0.0,benigno
1622705909,471967412,1128248,4096,0.0779972,benigno
1622091240,892331759,6483944,4096,0.394624,benigno
1594100371,716966907,57275512,4096,0.994242,benigno
1622601197,971543710,46715560,4096,0.994653,benigno
1622704089,727609731,6575040,4096,0.448556,benigno
1597886110,867092845,1208264,4096,0.994747,benigno
1598593701,103887478,6281032,512,0.346358,benigno
1590392441,798823501,77999008,4096,0.994567,benigno
1590400578,168854825,87241520,4096,0.993763,benigno
1596698694,1062556049,46049016,4096,0.993117,benigno
1590394705,869240539,95621264,4096,0.994663,benigno
1596707833,805511957,1098272,4096,0.993674,benigno
1586933980,713948913,6534408,4096,0.416902,benigno
1596699210,760653022,904344,4096,0.602773,benigno
1596761353,196899350,70199760,4096,0.994597,benigno
1594103141,125599950,6560944,4096,0.392806,benigno
1590392489,945472393,80663360,4096,0.994518,benigno
1587362569,162923436,76039232,4096,0.991443,benigno
1596689062,672388542,1116456,4096,0.991848,benigno
1596763312,642267649,6486936,4096,0.420758,benigno
1622603140,337720964,46809880,4096,0.0,benigno
1598235951,913725807,46230976,4096,0.7564,benigno
1598238678,976217017,45417608,4096,0.994931,benigno
1598249276,186801993,75956640,4096,0.993811,benigno
1622704581,147710731,6898216,4096,0.552643,benigno
1622702485,211025402,45786688,4096,0.994501,benigno
1622610210,532346517,45489168,4096,0.994784,benigno
1596707869,851297153,71734472,4096,0.994589,benigno
1596706176,610475384,71347400,4096,0.994691,benigno
1595983526,429863724,44977960,4096,0.995073,benigno
1596705112,456802088,93358448,4096,0.993257,benigno
1594104920,370142700,81949208,4096,0.993497,benigno
1594105396,246880550,58321296,4096,0.994814,benigno
1590394739,696469223,97334296,4096,0.994735,benigno
1586933090,841231987,60903560,4096,0.0,benigno
1586933983,617190278,59033648,4096,0.993465,benigno
1598235593,27694740,6488488,4096,0.419652,benigno
1597985858,29903550,1146112,4096,0.994648,benigno
1598239343,599093228,6538576,4096,0.439909,benigno
1598604501,617784975,6922440,4096,0.263509,benigno
1622096125,313780495,46441128,4096,0.993335,benigno
1598606726,821350882,45935272,4096,0.993569,benigno
1597986863,583421509,6582480,4096,0.395488,benigno
1623906682,800311422,1420880,4096,0.483027,benigno
1587350560,1019707156,103009872,4096,0.994955,benigno
1587348555,112957309,81741288,4096,0.994515,benigno
1595982169,638794245,91910536,4096,0.994199,benigno
1622094561,383402122,46127184,4096,0.994605,benigno
1622612278,70167963,852064,4096,0.429391,benigno
1622705927,664259384,6494632,4096,0.436084,benigno
1594103525,200387148,99380856,4096,0.994509,benigno
1597980519,16062891,45484200,3072,0.991853,benigno
1596705725,827109887,6528160,4096,0.441219,benigno
1596697267,657983561,1334520,4096,0.810077,benigno
1587349226,76841911,86923368,4096,0.994407,benigno
1596706172,267171230,81164496,4096,0.994435,benigno
1598592654,897553172,46428592,4096,0.994413,benigno
1597886051,732842810,46214568,4096,0.994923,benigno
1622601864,1071841839,45885064,4096,0.994326,benigno
1590395903,524637600,76565584,4096,0.995088,benigno
1622705751,400415597,46735096,4096,0.994552,benigno
1598250547,214376354,76267312,4096,0.949136,benigno
1590400326,952686854,81816032,4096,0.994606,benigno
1589948228,686967185,44806376,4096,0.0,benigno
1590399390,673953455,96636696,4096,0.993496,benigno
1622601127,140361303,6893168,4096,0.282909,benigno
1598600230,469441229,6494064,4096,0.413394,benigno
1598249592,401407641,44982872,4096,0.994343,benigno
1594099337,160041417,57800592,4096,0.995448,benigno
1622610202,528517487,45431568,4096,0.995039,benigno
1596762355,843524445,87614416,4096,0.995104,benigno
1596706542,626920782,76135256,4096,0.99429,benigno
1595981797,453361043,71752528,4096,0.994703,benigno
1596763262,43219593,839064,4096,0.994163,benigno
1622091875,1046205315,6483944,4096,0.44447,benigno
1622599949,212417875,46122176,4096,0.994044,benigno
1598236602,486930262,501888,4096,0.483129,benigno
1594103736,736203156,57653736,4096,0.994232,benigno
1594102723,1011217348,57899608,4096,0.994763,benigno
1622612238,12804068,676904,4096,0.0164925,benigno
1622704039,219643856,6588800,4096,0.412501,benigno
1595981177,750097589,1490512,4096,0.994143,benigno
1587349976,494899716,95973544,4096,0.99423,benigno
1597986195,696322653,6539856,4096,0.423725,benigno
1597986521,294912880,6332768,4096,0.502474,benigno
1598249635,167117902,92730608,4096,0.994636,benigno
1590395857,497202457,88192352,4096,0.993854,benigno
1596763889,388831841,71521288,4096,0.99505,benigno
1597886114,758140037,6563872,4096,0.4104,benigno
1598599783,96106002,46323720,4096,0.994322,benigno
1598593124,89906961,6938032,4096,0.242709,benigno
1587349922,326924246,93786696,4096,0.994486,benigno
1595983204,944878377,75334664,4096,0.995011,benigno
1595983216,487401841,91570424,4096,0.993128,benigno
1596707504,899621908,81091848,4096,0.993957,benigno
1596707504,526127641,80660512,4096,0.994557,benigno
1594102759,619991429,81430016,4096,0.994275,benigno
1594104952,556473809,91902504,4096,0.994285,benigno
1587365130,6573110,86367152,4096,0.993401,benigno
1589948240,703523558,47101568,4096,0.0,benigno
1590401196,759150936,49558864,4096,0.993289,benigno
1598243260,179939324,45478768,4096,0.994645,benigno
1589946215,696153809,28160184,4096,0.994118,benigno
1596763869,177732722,96429448,4096,0.993934,benigno
1596762365,872492125,80946856,4096,0.994054,benigno
1596761373,181181874,81769568,4096,0.994785,benigno
1590395895,356972074,76225720,4096,0.99502,benigno
1597987129,570937167,1229176,4096,0.645713,benigno
1597986220,580890623,46121144,4096,0.994452,benigno
1597987471,517497232,1195272,4096,0.99523,benigno
1622096303,308032434,55440568,4096,0.994589,benigno
1598246181,1027778282,81304576,4096,0.994876,benigno
1590392445,880773345,78200888,4096,0.994288,benigno
1586249336,280784062,6884528,4096,0.28842,benigno
1622612860,368340428,6483936,4096,0.405466,benigno
1598243600,687448966,6903184,4096,0.256948,benigno
1590399583,82206162,87185536,4096,0.991439,benigno
1622599107,76624154,6483936,4096,0.444329,benigno
1596701429,67432472,46696712,4096,0.994095,benigno
1590395648,318529755,76473264,4096,0.994736,benigno
1594104924,274382134,71238552,4096,0.993936,benigno
1595983530,571067547,86981768,4096,0.994381,benigno
1597884544,923999279,45452864,4096,0.994803,benigno
1598248157,223492875,67426744,4096,0.994318,benigno
1589946965,71725130,47886656,4096,0.0,benigno
1622096265,288625853,53339512,4096,0.994413,benigno
1622090222,850830548,54533216,4096,0.994525,benigno
1622601969,30809822,1323856,4096,0.528062,benigno
1622704463,252452654,6483936,4096,0.431265,benigno
1622705363,572764637,46427024,4096,0.994985,benigno
1622611260,727574638,1194744,4096,0.994603,benigno
1587362799,667668463,76092856,4096,0.99329,benigno
1590391788,116665721,68897968,4096,0.994366,benigno
1595981497,303144502,87609728,4096,0.993505,benigno
1597984803,220872584,46579656,4096,0.994227,benigno
1598237998,618877341,46368544,4096,0.9939,benigno
1589946932,1048351209,44267760,4096,0.720694,benigno
1590399404,711646470,82341360,4096,0.991572,benigno
1625625440,566204393,46473224,4096,0.472104,benigno
1597987759,923424977,6602872,4096,0.431535,benigno
1622091365,1037842150,6611536,4096,0.435424,benigno
1597987752,300787321,46277064,4096,0.994369,benigno
1597978544,264636729,46230960,4096,0.994782,benigno
1587363038,170438237,44966752,4096,0.993905,benigno
1590400372,897470011,82340344,4096,0.994074,benigno
1598248882,499307716,91733448,4096,0.994558,benigno
1586221252,806238347,28116080,4096,0.994894,benigno
1590400176,746824958,49870656,4096,0.987771,benigno
1587349946,351262203,94940992,4096,0.993776,benigno
1622090160,112705417,47554824,4096,0.414049,benigno
1589947210,514257301,47296672,4096,0.0,benigno
1595984287,993574330,81086632,4096,0.993486,benigno
1622091977,215602701,703544,4096,0.572389,benigno
1622609073,241594350,6577760,4096,0.437046,benigno
1625632137,947427011,46343208,4096,0.626327,benigno
1622600409,193834028,28844296,4096,0.738844,benigno
1625706291,724792807,6483416,4096,0.215982,benigno
1622602954,796823736,58652520,4096,0.467641,benigno
1598236224,317787277,1036312,4096,0.466079,benigno
1586933732,539330654,58485424,4096,0.0,benigno
1586934009,367522154,44062384,4096,0.994704,benigno
1586933746,205595889,59152784,4096,0.0,benigno
1622091347,231737908,1165248,4096,0.994315,benigno
1622704151,299719559,48804872,4096,0.994462,benigno
1597980880,939811607,6891176,4096,0.562279,benigno
1598595595,338348380,45914512,4096,0.99501,benigno
1586931486,105282431,6582752,4096,0.411649,benigno
1587350296,688324445,99844128,4096,0.9943,benigno
1598236291,732463279,46381840,4096,0.993954,benigno
1596762654,357091483,1476792,4096,0.994717,benigno
1596762636,371550244,1131232,4096,0.856289,benigno
1596761250,756949119,6917392,4096,0.265421,benigno
1590400588,111570000,81133896,4096,0.992983,benigno
1622090184,983133134,51429624,4096,0.993126,benigno
